A,B,C,D,E,F,G,H,I,J,RESULT
0,1,0,1,7,0,0,1,1,838,0
0,0,0,1,7,0,0,12,1,8,0
0,0,1,1,7,10000,0,9,1,6,0
0,0,1,1,7,5580,0,3,1,69,0
0,0,0,1,7,0,0,9,1,2067,0
0,0,0,1,7,7000,0,21,1,14,0
0,0,1,1,7,0,0,6,1,43254,0
0,0,1,0,7,0,0,8,1,23,0
0,0,0,1,7,0,0,2,1,216,0
0,0,0,1,3,0,0,1,0,43254,0
1,0,1,0,7,0,0,5,1,43254,0
0,0,1,0,2,0,0,1,1,43254,0
0,0,1,1,7,8000,0,11,1,293,0
0,1,0,1,7,0,0,10,1,43254,0
0,0,0,1,3,0,0,2,1,43254,0
0,0,0,1,7,0,0,6,1,43254,0
1,1,0,0,3,0,0,1,1,43254,0
0,0,1,0,7,7068,0,31,1,43254,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,0,1,6,0,0,1,1,343,0
0,0,1,1,7,0,1,13,1,43254,0
0,0,0,1,3,30000,0,1,0,43254,0
0,0,1,1,2,0,0,3,1,43254,0
0,1,0,1,7,10500,0,1,1,429,0
0,1,0,1,7,0,0,16,1,43254,0
0,0,1,0,7,6650,0,4,1,2,0
0,0,1,0,7,0,0,3,1,531,0
0,1,0,1,3,0,0,1,1,43254,0
0,0,0,1,7,5208,0,5,1,20,0
0,0,1,1,7,0,0,105,1,58,0
0,0,0,1,3,0,0,2,1,43254,1
0,0,1,0,7,0,0,1,1,103,0
0,0,0,1,4,0,0,1,1,43254,0
0,0,1,0,3,9300,0,2,1,43254,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,1,0,7,0,0,3,1,43254,0
0,0,0,1,7,5000,0,9,1,43254,0
0,1,1,1,7,0,0,20,1,33,0
0,0,0,1,7,19000,0,5,1,3247,0
0,0,1,0,7,0,0,6,1,14,0
0,1,0,1,2,0,0,2,1,43254,0
1,0,0,0,2,0,0,0,1,43254,0
0,0,0,1,3,0,0,1,1,43254,0
0,1,0,0,7,5208,0,2,1,135,0
0,0,1,1,7,7500,0,10,1,23,0
0,0,1,1,7,5300,0,25,1,13,0
0,0,1,1,1,0,0,4,1,0,0
0,1,1,1,7,0,0,11,1,43254,0
0,0,1,1,7,0,0,6,1,34,0
0,0,0,1,7,0,0,10,1,13,0
0,0,1,0,7,7440,0,7,1,20,0
0,0,1,1,7,0,0,10,1,43254,0
1,0,0,1,7,6000,0,17,1,6,0
0,0,0,1,7,0,0,2,1,260,0
0,0,0,1,7,0,0,1,1,524,0
1,0,0,1,7,18000,0,6,1,43254,0
0,0,1,0,7,0,0,8,1,43254,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,0,1,7,0,0,4,1,43254,0
0,0,1,1,7,0,0,11,1,7,0
0,0,0,1,7,0,0,2,1,43254,0
0,1,0,0,7,11000,0,1,1,43254,0
0,0,0,1,7,0,0,13,1,72,0
0,0,1,0,7,0,0,1,1,588,0
0,0,0,1,7,8928,0,16,1,27,0
0,1,0,0,7,7000,0,1,1,77,0
0,0,1,0,7,9000,0,7,1,43254,1
0,0,1,0,7,0,0,6,1,29,0
0,0,0,1,7,465000,0,4,1,51,0
0,0,1,0,2,18000,0,1,1,433,0
0,1,1,0,7,10230,0,11,1,43254,0
0,0,1,0,7,17000,0,5,1,83,0
0,0,1,0,7,0,0,3,1,43254,0
0,0,0,1,3,0,0,1,1,43254,0
0,0,0,1,1,0,0,4,1,43254,0
0,1,1,1,3,0,0,19,1,43254,0
1,0,0,0,7,0,0,0,1,43254,0
0,0,1,1,7,13000,0,8,1,86,0
0,1,1,1,7,5500,0,24,1,22,0
0,0,0,1,7,0,0,35,1,21,0
0,0,0,1,7,25000,0,2,1,30,0
0,0,0,1,7,0,0,1,0,43254,0
0,0,0,1,7,0,0,10,1,19,0
0,0,1,1,7,10000,0,14,1,12,0
0,0,1,0,7,9000,0,5,1,184,0
0,1,0,0,7,0,0,3,1,43254,0
0,0,1,0,7,12000,0,43,1,30,0
0,1,0,0,7,5580,1,1,1,553,0
0,0,1,0,6,0,0,2,1,43254,0
0,0,0,1,7,0,0,1,1,42,0
0,0,0,1,7,0,0,1,0,43254,0
0,0,0,1,6,8000,0,1,1,77,0
0,1,1,0,7,0,0,5,1,117,0
0,0,0,1,7,0,0,4,1,1624,0
0,1,0,1,7,0,0,10,1,43254,0
0,0,1,0,7,14000,0,3,1,1,0
0,0,1,0,7,0,0,19,1,43254,0
0,1,0,0,7,0,0,1,1,43254,0
0,1,1,1,7,0,0,12,1,50,0
0,0,0,1,2,0,0,1,0,43254,0
1,0,0,0,6,0,0,0,1,43254,0
0,0,1,0,7,0,1,3,1,71,0
0,0,1,0,6,25000,0,1,1,163,0
0,0,1,1,7,5580,0,3,1,139,0
0,0,1,0,7,0,0,0,1,43254,0
0,0,0,1,7,0,0,6,1,541,0
0,0,1,0,3,0,0,1,0,43254,0
0,0,0,1,7,0,0,7,1,41,1
0,0,1,0,7,5394,0,3,1,43254,0
0,0,0,1,7,7000,0,2,1,43254,0
0,0,1,0,7,10000,0,27,1,43254,0
0,0,1,0,7,16000,0,12,1,9,0
0,0,1,0,6,0,0,1,1,43254,0
0,0,0,1,1,0,0,2,1,1934,0
0,1,1,0,7,7000,0,68,1,63,0
0,0,0,1,7,0,0,1,1,828,0
0,0,1,0,7,0,0,8,1,624,0
0,0,1,1,6,0,0,4,1,56,0
0,0,0,1,4,0,0,1,1,43254,0
0,1,1,0,7,5000,0,13,1,43,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,0,1,4,7000,0,1,1,153,0
0,0,0,1,7,8000,0,1,1,148,0
0,0,0,1,1,0,0,1,1,43254,0
0,0,0,1,4,0,0,3,1,43254,0
0,0,0,1,7,0,0,7,1,43254,0
0,1,0,0,6,18000,0,1,1,366,0
0,0,1,0,7,5000,0,2,1,266,0
0,0,0,1,7,0,0,1,1,828,0
0,0,1,0,7,6000,0,1,1,43254,0
0,0,1,1,7,0,0,10,1,0,0
0,0,0,1,7,0,0,2,1,2967,0
0,0,1,1,3,0,0,7,1,43254,0
0,0,1,0,7,10000,0,9,1,209,0
0,0,0,1,7,0,0,2,1,286,0
0,0,0,1,3,0,0,4,0,43254,0
0,0,1,0,7,17500,0,3,1,15,0
0,0,1,1,7,9500,0,2,1,5,0
0,1,0,1,7,5300,0,6,1,43254,0
0,1,0,1,7,0,0,5,1,21,0
0,0,1,1,7,0,0,17,1,13,0
0,0,0,1,7,8300,0,1,1,447,0
0,0,0,1,7,0,0,2,1,43254,1
0,0,0,1,3,0,0,1,0,43254,0
0,0,0,1,7,0,0,4,1,1126,0
0,0,0,1,1,0,0,1,1,43254,0
0,0,1,1,7,0,0,19,1,28,0
0,1,0,1,7,11000,0,11,1,35,0
0,0,1,0,7,0,0,5,1,2,0
0,0,0,1,7,0,0,5,1,474,0
0,0,1,1,7,0,0,3,1,231,0
0,0,0,1,7,0,0,3,1,43254,0
0,0,0,1,3,0,0,2,0,43254,0
0,1,0,0,7,0,0,1,1,1406,0
0,0,0,1,7,5500,0,4,1,14,0
0,0,0,1,3,12000,0,1,1,43254,0
0,0,1,0,7,23000,0,12,1,43254,0
0,0,0,1,7,0,0,3,1,43254,0
0,0,1,0,7,0,0,7,1,12,0
0,1,1,1,7,0,0,12,1,43254,0
0,0,1,1,7,9000,0,7,1,26,0
0,0,0,1,7,8500,0,9,1,1,0
0,0,1,1,7,0,0,57,1,40,0
0,0,0,1,2,0,0,1,1,43254,0
0,0,0,1,7,0,0,4,1,76,0
0,0,0,1,7,12500,0,7,1,43254,1
0,0,0,1,3,0,0,1,0,43254,0
0,0,1,1,7,0,0,5,1,118,0
0,0,0,1,2,3000,0,1,1,43254,0
0,0,1,0,7,6000,0,14,1,104,0
0,0,1,1,7,5208,0,9,1,15,0
0,0,1,1,7,6500,0,43,1,34,0
0,0,0,1,5,0,0,2,1,43254,0
1,1,1,1,7,0,0,46,1,43254,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,0,1,7,0,0,6,1,43254,0
0,0,0,1,7,13000,0,5,1,1989,0
0,0,1,0,7,15000,0,3,1,30,0
0,0,1,0,7,0,0,8,1,29,0
0,0,1,0,2,14500,0,1,1,321,0
0,0,0,1,7,0,0,9,1,8,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,0,1,7,0,0,2,1,903,0
0,0,1,0,3,0,0,1,1,43254,0
0,0,1,0,7,0,0,66,1,19,0
0,0,0,1,7,5580,0,0,0,43254,0
0,0,1,1,7,0,0,4,1,43254,0
0,0,1,1,7,0,0,5,1,43254,0
0,0,0,1,2,0,0,3,1,43254,0
0,0,1,0,7,0,0,6,1,71,0
1,0,0,1,7,9000,0,0,1,43254,0
0,1,0,1,7,23000,0,5,1,43254,0
0,1,1,1,7,0,0,3,1,418,0
0,0,0,1,7,6000,0,2,1,43254,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,0,1,7,20000,0,15,1,20,0
0,0,0,1,5,6500,0,2,1,43254,0
0,0,1,0,7,7500,0,6,1,13,0
0,0,0,1,7,651000,0,12,1,21,0
0,1,0,0,7,11800,0,2,1,43,1
0,0,1,0,7,6300,0,27,1,28,0
0,0,1,0,6,0,0,1,1,43254,0
0,0,0,1,4,0,0,9,1,43254,1
0,0,1,0,7,0,0,9,1,230,0
0,0,0,1,6,0,0,1,1,2407,0
0,0,1,1,7,0,0,6,1,43254,0
1,0,1,0,7,0,0,2,1,43254,1
1,1,1,1,3,12000,0,1,1,43254,0
0,0,1,1,7,7000,0,16,1,41,0
0,0,1,0,7,5766,0,6,1,166,0
0,0,1,0,7,0,0,27,1,29,0
0,0,0,1,7,8000,0,8,1,34,0
0,0,0,1,4,0,0,1,1,43254,0
0,0,1,0,7,6900,0,2,1,43254,0
0,0,0,1,7,0,0,11,1,33,0
0,0,0,1,3,0,0,1,0,43254,0
0,1,0,1,7,0,0,4,1,58,0
0,0,0,1,7,0,0,4,1,70,0
0,0,1,1,7,0,0,41,1,44,0
0,0,0,1,5,0,0,1,1,209,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,0,1,5,19000,0,1,1,43254,0
0,0,0,1,7,9000,0,3,1,27,0
0,0,0,1,3,0,0,2,0,43254,0
0,1,1,1,2,0,0,7,1,324,1
0,0,0,1,7,0,0,1,1,120,0
0,0,1,0,7,0,0,8,1,34,0
0,0,1,0,7,0,0,9,1,43254,0
0,0,0,1,3,30000,0,1,0,43254,0
0,0,1,1,7,0,0,19,1,78,0
0,0,1,1,7,8000,0,3,1,293,0
0,0,1,0,7,0,0,3,1,65,0
0,1,1,0,7,0,0,2,1,1,0
0,0,0,1,7,0,0,2,1,43254,0
0,1,0,1,7,0,0,32,1,43254,0
0,0,1,0,7,11000,0,5,1,55,0
0,0,0,1,7,0,0,4,1,260,0
0,1,0,1,7,0,0,3,1,43254,0
0,0,1,0,7,0,0,31,1,14,0
0,0,0,1,7,0,0,3,1,43254,0
0,1,0,0,7,5952,0,3,1,43254,0
0,0,1,0,7,15000,0,5,1,5,0
0,1,1,1,7,8370,0,7,1,0,0
0,0,1,1,7,15000,0,52,1,21,0
0,0,1,0,7,8100,0,2,1,43254,0
0,0,0,1,7,0,0,6,0,43254,0
0,0,1,0,7,0,0,24,1,70,0
0,0,0,1,7,15750,0,1,1,43254,0
0,0,1,1,7,0,0,11,1,43254,0
0,1,1,1,7,5580,0,34,1,19,0
0,0,0,1,7,13000,0,6,1,36,1
0,0,0,1,7,0,0,2,1,43254,0
0,0,0,1,6,0,0,2,1,43254,0
0,0,1,0,7,0,0,11,1,0,0
0,1,0,1,3,0,0,13,1,0,0
0,1,0,0,7,8500,0,1,1,43254,0
0,0,0,1,7,5000,0,4,1,43254,0
0,0,1,1,7,0,0,3,1,695,0
0,0,1,0,7,12000,0,7,1,849,0
0,0,1,1,7,0,0,2,1,1743,0
0,0,1,0,7,8000,0,1,1,1178,0
0,0,1,1,7,0,0,3,1,43254,0
0,0,1,1,7,0,0,18,1,56,0
1,0,1,0,7,0,0,9,1,1,0
0,0,1,1,7,0,0,8,1,2,0
0,0,0,1,7,5022,0,7,1,1021,0
0,0,1,0,7,0,0,4,1,68,0
0,0,0,1,6,19000,0,3,1,197,0
0,0,0,1,7,12000,0,3,1,23,0
0,0,1,0,7,14000,0,2,1,363,0
0,0,1,0,7,0,0,4,1,43254,0
0,0,0,1,7,0,0,6,1,43254,0
0,1,0,0,3,0,0,4,1,43254,0
0,0,1,0,7,0,0,2,1,43254,0
0,0,0,1,7,0,0,0,1,330,0
0,0,1,0,7,16000,0,37,1,21,0
0,0,0,1,5,0,0,1,1,142,0
0,0,1,0,7,0,0,2,1,757,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,1,1,7,0,0,4,1,1661,0
0,0,0,1,7,26500,0,2,0,43254,0
0,0,0,1,7,0,0,1,1,43254,0
0,1,0,1,7,0,0,2,1,2505,0
0,0,1,0,7,0,0,24,1,43254,0
0,0,0,1,7,5600,0,2,1,40,0
0,0,1,0,7,11150,0,6,1,699,0
0,0,1,0,7,0,0,5,0,43254,0
0,0,1,1,7,0,0,4,1,43254,0
0,0,1,0,7,0,0,7,1,28,0
0,0,0,1,7,0,0,6,1,43254,0
0,0,0,1,7,0,0,0,0,43254,0
0,0,1,1,7,6510,0,4,1,37,0
0,0,0,1,1,0,0,3,1,43254,0
0,1,0,1,7,0,0,28,1,34,0
0,0,1,0,7,0,0,31,1,27,0
1,0,0,1,7,0,0,2,1,43254,0
0,0,0,1,3,0,0,0,1,43254,0
0,1,0,1,7,0,0,2,1,43254,0
0,0,1,0,6,0,0,1,1,43254,0
0,0,1,1,7,11000,0,3,1,43254,0
0,0,1,0,6,7000,0,1,1,43254,0
0,0,1,0,7,0,0,27,1,36,0
0,0,0,1,6,0,0,1,1,43254,0
0,0,0,1,7,0,0,5,1,2,0
0,0,0,1,7,0,0,3,1,43254,0
0,0,0,1,7,0,0,3,1,43254,0
0,0,1,0,7,5000,0,1,1,79,0
0,0,0,1,7,0,0,2,1,43254,0
0,1,1,1,7,15000,0,28,1,1741,0
0,0,1,1,7,12000,0,30,1,44,0
1,1,1,1,3,0,1,20,1,0,0
0,0,0,1,7,5580,0,1,1,43254,0
0,0,0,1,7,8000,0,2,1,40,0
0,0,1,0,7,0,0,14,1,22,0
0,0,1,1,7,0,0,8,1,22,0
0,0,1,1,7,0,0,11,1,3373,0
0,0,0,1,7,0,0,4,1,71,0
0,0,1,1,7,0,0,10,1,43254,0
0,0,1,0,7,5580,0,2,1,36,0
1,0,0,1,7,5000,0,10,1,177,0
0,0,1,0,7,8100,0,1,1,1751,0
1,0,1,1,7,3500,1,2,1,43254,0
0,0,0,1,7,0,1,16,1,149,0
0,0,0,1,7,11160,0,12,1,8,0
0,0,0,1,7,6882,0,1,1,688,0
0,0,1,0,7,0,0,18,1,20,0
0,0,0,1,7,0,0,3,1,2387,0
0,0,1,0,3,0,0,4,1,43254,0
1,0,0,0,7,0,0,0,1,166,1
0,1,1,1,7,0,0,192,1,34,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,0,1,7,0,0,7,1,70,0
0,1,1,0,7,0,0,7,1,6,0
0,1,1,1,7,0,0,4,1,43254,0
0,0,1,1,7,0,0,34,1,0,0
0,0,1,0,7,6300,0,4,1,34,0
0,0,1,0,7,0,0,1,1,1316,0
0,0,0,1,7,0,0,6,1,68,0
0,0,1,1,7,7812,0,3,1,7,0
0,0,0,1,2,0,0,1,1,712,0
0,1,1,1,7,30000,0,16,1,51,0
0,0,1,1,7,0,0,11,1,19,0
0,0,1,0,7,9000,0,6,1,28,0
0,0,1,0,6,0,0,2,1,43254,0
0,0,0,1,7,0,0,2,1,7,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,1,0,7,5208,0,2,1,43254,0
0,0,0,1,7,7000,0,11,1,2,0
0,0,0,1,7,0,0,3,1,13,0
0,0,1,1,7,5022,0,14,1,2,0
0,0,0,1,7,6000,0,29,1,30,0
0,0,0,1,7,0,0,3,0,43254,0
0,1,1,1,7,11000,0,12,1,169,0
0,0,1,0,7,11000,0,5,1,26,0
0,1,1,1,7,0,0,15,1,14,0
0,0,0,1,3,0,0,2,1,43254,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,0,1,6,0,0,1,1,709,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,0,1,2,8500,0,4,1,309,0
0,0,0,1,4,0,0,2,1,495,0
0,0,0,1,4,0,0,3,1,43254,0
0,0,1,0,7,0,0,7,1,1,0
0,0,0,1,7,5300,0,4,1,19,0
0,0,1,1,7,6700,0,3,1,43254,0
0,0,1,0,6,0,0,1,1,43254,0
0,0,0,1,6,0,0,3,1,43254,0
0,0,0,1,7,0,0,1,1,43254,0
0,1,1,0,7,0,0,9,1,1414,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,1,0,7,8500,0,7,1,7,0
0,1,0,0,3,0,0,3,1,43254,0
0,0,1,0,7,6500,0,1,1,282,0
0,1,0,1,7,10000,0,4,1,1,0
0,0,1,0,3,0,0,1,1,43254,0
0,0,0,1,6,0,0,3,1,43254,0
0,0,1,0,7,10000,0,4,1,5,0
0,0,1,0,7,0,0,3,1,54,0
0,0,1,0,5,0,0,2,1,260,0
0,0,0,1,2,0,0,1,0,43254,0
0,0,1,0,7,0,0,8,1,36,0
0,0,0,1,7,0,0,5,1,636,0
0,1,0,0,7,0,0,2,1,43254,0
0,0,1,1,7,5394,0,9,1,12,0
0,0,0,1,7,5433,0,18,1,43254,0
0,0,1,1,7,0,0,24,1,34,0
0,1,0,1,7,8500,0,6,1,51,0
0,0,1,1,7,10000,0,5,1,200,0
0,0,0,1,7,0,0,4,1,1435,0
0,0,0,1,6,0,0,2,1,43254,0
0,1,1,1,7,0,0,27,1,1570,0
0,0,0,1,6,8000,0,1,1,43254,0
0,0,0,1,7,0,0,115,1,43254,0
0,1,1,0,7,0,0,8,1,20,0
0,0,1,1,7,0,0,9,1,313,0
0,0,0,1,7,20000,0,4,1,124,0
0,0,0,1,2,0,0,2,1,43254,0
0,0,0,1,3,0,0,4,1,43254,0
0,0,1,0,7,16000,0,8,1,12,0
0,1,1,1,7,15000,0,7,1,5,0
0,0,0,1,7,0,0,2,1,58,0
0,0,0,1,7,0,0,15,1,1,0
0,0,1,1,7,6500,0,4,1,43254,0
0,1,0,1,7,0,0,8,1,13,0
0,1,0,0,7,12000,0,2,1,623,0
0,0,0,1,7,7626,0,3,1,785,0
0,1,1,0,7,0,0,7,1,43254,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,0,1,7,7000,0,5,1,9,0
0,0,0,1,7,5000,0,4,1,57,0
0,0,1,1,7,7000,0,16,1,34,0
0,0,1,0,7,0,0,5,1,43254,0
0,0,1,1,7,0,0,35,1,34,0
0,0,1,0,4,0,0,1,1,43254,0
0,0,0,1,1,0,0,1,0,791,0
0,0,0,1,7,0,0,9,1,21,0
0,1,1,1,7,5500,0,3,1,225,0
0,0,1,1,7,0,0,5,1,43254,0
0,0,1,0,7,13000,0,3,1,72,0
0,0,0,1,7,0,0,10,1,43254,0
0,0,1,1,7,0,0,46,1,28,0
0,0,1,0,7,12000,0,2,1,43254,0
1,0,0,0,3,0,0,0,0,43254,0
1,0,0,1,1,0,0,2,1,43254,0
0,0,1,0,7,7000,0,5,1,23,0
0,0,0,1,7,0,0,4,1,43254,0
0,0,0,1,7,7440,0,1,1,1036,0
0,1,1,0,7,0,0,3,1,43254,0
0,0,1,0,7,0,0,5,1,35,0
0,0,0,1,7,24000,0,10,1,14,0
0,1,0,1,7,12950,0,16,1,29,0
0,0,1,1,3,0,0,2,1,1518,0
0,0,1,0,7,0,0,7,1,105,0
0,0,0,1,7,0,0,4,1,328,0
0,0,1,1,7,0,0,21,1,43254,0
0,1,0,1,7,0,0,7,1,22,0
0,0,1,1,7,0,0,6,1,43254,0
0,0,1,0,7,0,0,3,1,43254,0
0,0,1,1,7,13000,0,13,1,2,0
0,0,0,1,7,8000,0,3,1,86,0
0,1,0,1,1,0,0,2,1,43254,0
0,0,1,0,7,0,0,19,1,43254,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,1,1,7,0,0,9,1,43254,0
0,0,0,1,7,0,0,0,1,770,0
0,0,0,1,7,0,0,1,1,238,0
0,0,1,1,7,9000,0,12,1,43254,0
1,0,0,0,7,7000,0,0,1,369,0
0,0,1,1,7,6500,0,2,1,5,0
0,0,0,1,3,0,0,2,0,43254,0
0,0,1,1,3,0,0,11,1,43254,0
0,0,1,0,7,0,0,3,1,43254,0
0,0,1,0,7,7000,0,9,1,29,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,0,1,7,0,0,21,1,30,0
0,0,0,1,7,22000,0,12,1,23,0
0,0,1,0,7,0,0,6,1,89,0
0,0,0,1,7,11000,0,2,1,43254,1
0,0,0,1,7,15000,0,3,1,65,0
0,0,1,0,7,0,0,24,1,1,0
0,0,0,1,3,0,0,1,1,1577,0
0,0,1,1,6,0,0,4,1,43254,0
0,0,0,1,7,0,0,3,1,43254,0
0,0,1,1,7,6600,0,6,1,152,0
0,1,0,1,7,0,0,4,1,282,0
0,0,1,0,7,0,0,5,1,43254,0
0,1,0,1,7,10000,0,3,1,43254,0
0,0,1,0,7,6000,0,5,1,43254,0
0,1,0,1,7,10500,0,2,1,71,0
0,0,1,0,7,0,1,1,1,37,0
0,0,0,1,7,0,0,0,1,43254,0
0,0,1,0,7,0,0,6,1,1196,0
0,1,1,1,3,0,0,15,1,43254,0
0,1,1,1,7,0,0,3,0,43254,0
0,0,0,1,7,0,0,16,1,92,0
0,0,0,1,7,0,0,10,1,5,0
0,0,1,0,7,0,0,2,1,98,0
0,0,1,0,7,6510,0,16,1,13,0
0,0,1,0,6,0,1,1,1,43254,0
0,0,0,1,7,7500,0,6,1,43254,1
0,0,0,1,3,0,0,2,0,43254,0
0,0,1,0,7,0,0,1,0,43254,0
0,0,0,1,7,15500,0,7,1,15,0
0,1,0,1,7,7800,0,17,1,43254,0
0,0,1,1,7,0,0,31,1,20,0
0,0,1,1,7,15000,0,3,1,1,0
0,0,0,1,7,0,0,0,1,15,0
1,0,1,0,3,0,0,3,0,43254,0
0,0,0,1,7,6500,0,7,1,33,0
0,0,1,1,7,0,0,5,1,43254,0
0,0,1,0,7,0,0,5,1,2137,0
0,1,1,1,7,6500,0,13,1,834,0
0,0,0,1,7,0,0,5,1,792,0
0,0,0,1,3,0,0,3,1,43254,0
0,0,0,1,7,25000,0,25,1,6,0
0,1,0,1,7,18000,0,35,1,30,0
0,1,1,1,7,11000,0,38,1,190,0
1,1,0,0,2,0,0,8,1,1148,0
0,0,0,1,7,0,0,3,1,43254,0
0,0,1,0,7,0,0,3,1,12,0
0,0,1,0,7,16500,0,5,1,1090,0
0,0,0,1,6,7500,0,1,1,58,0
0,0,1,1,7,12000,0,11,1,26,0
0,0,1,1,7,0,0,1,1,43254,0
0,1,0,1,7,30000,0,3,1,43254,0
0,1,1,1,7,0,0,10,1,0,0
0,1,0,0,7,13000,0,6,1,50,0
0,0,1,0,7,0,0,10,1,13,0
0,0,0,1,7,9000,0,6,1,560,0
0,1,0,0,7,0,0,3,1,83,0
0,0,1,0,7,0,0,7,1,43254,0
0,0,1,1,7,15000,0,4,1,43254,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,0,1,2,5500,0,1,1,43254,0
0,0,1,0,7,10000,0,7,1,12,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,1,0,7,0,0,2,1,481,0
0,0,0,1,1,0,0,1,1,867,0
0,0,1,0,7,11000,0,19,1,9,0
0,0,0,1,1,0,0,4,1,43254,0
0,0,1,0,7,0,0,1,1,839,0
0,0,0,1,7,0,0,3,1,98,0
1,0,0,0,6,8000,0,0,1,313,0
0,0,0,1,4,0,0,1,1,135,0
0,0,0,1,7,6510,0,1,1,43254,0
0,0,1,1,7,0,0,9,1,20,0
0,0,0,1,7,6000,0,10,1,23,0
0,0,1,0,7,8000,0,2,1,15,0
0,0,1,0,7,22320,0,12,1,92,0
0,0,0,1,7,15000,0,2,1,2,0
0,0,0,1,7,20000,0,6,1,853,0
0,0,1,0,7,0,0,4,1,62,0
0,0,0,1,7,0,0,9,1,36,0
0,0,1,1,6,6000,0,2,1,464,0
0,0,1,0,5,0,0,21,1,79,0
0,0,1,0,7,0,0,18,1,43254,0
0,0,0,1,7,16000,0,2,1,57,0
0,0,1,1,7,0,0,3,1,72,0
0,0,1,0,7,0,0,2,1,43254,0
0,0,1,0,7,6000,0,11,1,50,0
0,0,1,1,7,6000,0,11,1,43254,0
0,0,0,1,7,10000,0,1,1,57,0
0,1,1,0,2,0,0,2,1,43254,0
0,0,1,0,7,0,0,3,1,69,0
0,0,1,0,7,7300,0,12,1,14,0
0,0,0,1,4,0,0,0,1,43254,0
0,0,0,1,7,5000,0,3,1,29,0
0,0,1,0,7,0,0,37,1,27,0
0,0,1,1,7,22222,0,1,1,1408,0
0,0,1,0,7,0,0,11,1,49,0
0,0,0,1,7,12000,0,22,1,70,0
0,0,0,1,3,0,0,1,1,2081,0
0,0,0,1,6,0,0,2,0,43254,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,0,1,7,8000,0,3,1,334,0
0,0,1,1,7,6324,0,16,1,7,0
0,0,1,0,7,0,0,14,1,43254,0
0,0,1,0,7,0,0,1,1,41,0
0,0,1,0,7,0,0,3,1,99,0
0,1,1,0,7,16000,0,15,1,114,0
0,0,0,1,6,10000,0,0,1,43,0
0,0,0,1,7,0,0,9,1,36,0
0,0,0,1,3,0,0,2,1,43254,0
0,0,0,1,7,0,0,9,1,1982,0
0,0,1,0,7,15000,0,6,1,43254,0
0,0,0,1,4,0,0,1,1,552,0
0,0,0,1,7,0,0,5,1,22,0
0,0,0,1,6,8500,0,1,1,70,0
0,0,1,1,3,0,1,3,0,43254,0
0,0,0,1,7,6138,0,7,1,43254,0
0,0,1,0,7,0,0,11,1,103,0
0,0,0,1,7,14240,0,3,1,13,0
0,0,1,0,7,10000,0,21,1,8,0
0,1,0,1,7,0,0,3,0,162,0
0,0,0,1,3,0,0,4,1,0,0
0,0,0,1,7,6138,0,4,1,7,0
0,1,0,0,3,0,0,1,1,43254,0
0,0,1,0,7,0,0,1,1,43254,0
0,0,1,0,7,11000,0,1,1,104,0
0,0,0,1,7,0,0,11,1,827,0
0,0,0,1,2,0,0,1,1,43254,0
0,0,0,1,7,7000,0,10,1,15,0
0,0,1,1,7,6510,0,17,1,1,0
0,0,1,1,7,0,0,2,1,2,0
0,1,0,1,4,0,0,2,1,43254,0
0,0,0,1,3,0,0,1,1,43254,0
0,0,0,1,7,0,0,1,0,43254,0
0,0,0,1,3,0,0,3,1,43254,0
0,0,0,1,3,8000,0,1,0,43254,0
0,0,0,1,7,0,0,2,1,43254,0
0,0,0,1,7,0,1,3,1,678,0
0,0,0,1,3,0,0,1,1,43254,0
0,1,1,0,7,0,0,10,1,34,0
0,0,0,1,7,11500,0,1,1,78,0
0,0,1,0,7,7500,0,41,1,29,0
0,0,1,0,7,7000,0,1,1,114,0
0,0,0,1,7,0,0,4,1,728,0
0,0,0,1,7,0,0,1,1,43254,0
0,0,1,0,7,0,0,11,1,0,0
0,0,0,1,7,10500,0,3,1,43254,0
0,0,0,1,7,7000,0,3,1,1307,0
0,0,1,0,7,0,0,6,1,43254,0
0,0,0,1,7,0,0,14,1,5,0
0,0,0,1,3,0,0,1,0,43254,0
0,0,0,1,3,0,0,1,1,43254,0
0,0,0,1,7,0,0,10,1,33,0
0,0,1,0,7,0,0,3,1,43254,0
0,0,1,0,7,0,0,3,1,42,0
0,0,0,1,7,0,0,12,1,76,0
